0,0.8,0.8,0.8
5,0.989295664558,0.94215473544,0.921910491166
10,0.989906927598,0.938270881206,0.923881610744
15,0.981533959587,0.950555477536,0.945157256595
20,0.980574853368,0.97606798833,0.963266300361
25,0.979243414959,0.976301029522,0.958023826603
30,0.97854010917,0.976445432877,0.978675332734
35,0.976938428302,0.975514568546,0.976746510911
40,0.975138090086,0.975795876523,0.977489122293
45,0.972488652553,0.976458981715,0.98200309253
50,0.970270485735,0.976318409039,0.981585317221
55,0.967015334465,0.975908399201,0.981116355226
60,0.962909287626,0.975355701687,0.989296356838
65,0.9579783807,0.974885699793,0.988649186371
70,0.95097469772,0.974179533996,0.9877710683
75,0.941174326805,0.973445930583,0.986674405108
80,0.991253345481,0.973469933177,0.971648398812
85,0.991443192517,0.973453257134,0.971565579834
90,0.991150845624,0.973444939209,0.971390293096
95,0.99079789536,0.972704830815,0.97053143386
