0,0,0,0
5,0.524272888554,0.442555190085,0.362625397414
10,0.580921575304,0.596218485714,0.559750828292
15,0.593763143664,0.610009240556,0.572605635331
20,0.611848825332,0.627439726757,0.592257308311
25,0.622880490296,0.632049869737,0.607531450766
30,0.627608346709,0.639272428996,0.609007829721
35,0.62418480396,0.629742365421,0.609537235069
40,0.635938032005,0.643247841212,0.621658913207
45,0.648342464481,0.652245922441,0.63657659546
50,0.639427987743,0.649511554152,0.624618551713
55,0.648621041879,0.652890646031,0.635564061487
60,0.650153217569,0.656939216239,0.636814215285
65,0.655041587626,0.660660060174,0.642544896142
70,0.655260469867,0.6597352505,0.644905696949
75,0.659448416752,0.666321423593,0.647368542086
80,0.649642492339,0.656017128567,0.638282999695
85,0.649642492339,0.657888861529,0.634591592289
90,0.662410623085,0.669649374868,0.650145353136
95,0.664964249234,0.670162827259,0.649565801871
