0,0,0,0
5,0.646148056556,0.665957863916,0.630531232028
10,0.690727499716,0.71632200679,0.674296868523
15,0.708285765787,0.74481296893,0.690082981238
20,0.724527579162,0.760669809695,0.707141883243
25,0.74354783793,0.76953163435,0.730034620154
30,0.752006420546,0.782111130327,0.737396304832
35,0.757523375501,0.789507586052,0.742731492426
40,0.767109295199,0.797901169267,0.753002449884
45,0.775280898876,0.802861449628,0.761787174148
50,0.780183861083,0.803831595767,0.76754064177
55,0.79139711724,0.811866383858,0.779452516948
60,0.797369765066,0.818129781414,0.785251821842
65,0.796439515541,0.818839368695,0.784050575567
70,0.79468845761,0.81959923447,0.781939475154
75,0.789172625128,0.816790352817,0.775580030402
80,0.786772216547,0.816867086914,0.773581619843
85,0.796390875043,0.824321673006,0.783880021662
90,0.800817160368,0.826025778093,0.789181792182
95,0.807967313585,0.835634598032,0.795008194503
